"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","x1_p","x2_p","x3_p","x4_p","x5_p","x6_p","x7_p","x8_p","x9_p","x10_p","x11_p","pred.asli","pred.disk","pred.asli1","pred.disk1"
"47513",47513,26,41263,23,0.72936854,0.850242248,8653,0.716487164,0,218,5.3,3.3,0,2,2,3,1,2,4,1,1,1,3,4,1,1,0,0
"26638",26638,12,27293,25,0.731462387,0.984848485,2881,0.976901633,0,0,4.7,3,0,2,2,3,1,4,3,2,1,1,3,4,1,1,0,0
"19382",19382,25,29729,31,0.710574691,0.939717046,686,0.583333333,1,2720,9.3,3,0,2,2,3,1,3,2,1,1,1,5,4,1,1,0,0
"35646",35646,38,97908,66,0.733352198,0.763194337,3300,0.25531401,0,100,6.3,3.3,0,2,5,3,1,2,3,1,1,1,4,4,1,1,0,0
"39943",39943,82,31198,71,0.705921573,0.985037608,6083,0.657839612,1261,34612,6,2.7,0,2,2,3,1,4,3,1,4,4,4,4,1,1,0,0
"25218",25218,0,0,0,0,0,0,0,2714,78783,2.3,2.3,0,1,1,1,1,1,1,1,5,6,2,3,1,1,0,0
"21380",21380,14,7088,8,0.61843588,0.990196078,13881,0.977100869,0,73,10,5.3,0,2,1,3,1,4,4,2,1,1,5,5,1,1,0,0
"47449",47449,30,23748,39,0.757009828,1,1917,1,0,1173,9.7,4,0,2,2,3,1,5,2,3,1,1,5,5,1,1,0,0
"40198",40198,30,17839,10,0.717142857,0.965714286,458,0.714285714,0,0,0.7,0.3,0,2,2,3,1,3,2,1,1,1,2,2,1,1,0,0
"45369",45369,39,17768,12,0.916932483,0.886895269,1064,0.333650794,2362,46945,5.7,3.7,0,2,2,3,3,3,2,1,5,5,4,5,1,1,0,0
"44829",44829,16,23999,13,0.795911296,0.514899515,6297,0.360810292,0,7722,3.3,1.7,1,2,2,3,2,2,3,1,1,2,2,2,1,1,0,0
"6629",6629,29,25424,17,0.750462937,0.903444627,200,0,0,0,1,1,0,2,2,3,1,3,2,1,1,1,2,2,1,1,0,0
"3415",3415,285,47460,65,0.662031043,0.905428516,37842,0.962948174,0,320,14.7,4.7,0,2,2,3,1,3,4,2,1,1,5,5,1,1,0,0
"40906",40906,11,8415,6,0.844645551,0.894311571,20497,0.996569664,681,8188,2.7,2,0,2,1,2,3,3,4,3,3,2,2,3,1,1,0,0
"4279",4279,12,14902,8,0.738888889,0.733333333,5283,0.501500958,0,0,5,3.7,0,2,2,3,1,2,3,1,1,1,3,5,1,1,0,0
"34417",34417,176,23228,56,0.787808233,0.976267063,6308,0.311886986,0,646,13,7.7,0,2,2,3,2,4,3,1,1,1,5,5,1,1,0,0
"48858",48858,26,15113,39,0.814692378,0.994490358,1278,0.943655914,6091,49475,3.3,2.3,0,2,2,3,2,5,2,1,6,5,2,3,1,2,0,1
"7197",7197,63,11113,13,0.759785705,0.720549981,2233,0.530773421,0,120,2.7,1.3,1,2,2,3,1,2,3,1,1,1,2,2,1,1,0,0
"23613",23613,18,2575,2,0.818181818,1,21508,0.989849716,0,0,7.3,1.7,0,2,1,2,2,5,4,2,1,1,4,2,1,1,0,0
"28660",28660,69,25048,12,0.611448565,1,550,0.829311212,15,5377,8.7,4.7,0,2,2,3,1,5,2,1,2,2,5,5,1,1,0,0
"48989",48989,200,18783,23,0.607976928,1,2358,1,0,517,11.7,5.3,0,2,2,3,1,5,3,3,1,1,5,5,1,1,0,0
"7261",7261,0,1766,4,0.749019608,0.668627451,1597,0.85369388,3616,43272,2.3,2,0,1,1,2,1,2,2,1,6,5,2,3,1,1,0,0
"33244",33244,7,10045,14,0.643883165,0.949623352,14960,0.891509388,1621,44343,9.7,4,0,2,2,3,1,3,4,1,4,5,5,5,1,1,0,0
"39988",39988,82,41988,67,0.796221892,0.99369213,10425,0.997929607,0,580,12.7,6.7,0,2,2,3,2,5,4,3,1,1,5,5,1,1,0,0
"41779",41779,780,54302,315,0.732862578,0.901342425,6814,0.727408355,398,3570,8.7,5.7,0,2,2,3,1,3,3,1,3,2,5,5,1,1,0,0
"40986",40986,13,7292,8,0.439063761,1,3567,0.966589862,0,0,4,2,0,2,1,3,1,5,3,2,1,1,3,3,1,1,0,0
"48599",48599,22,11548,11,0.777726242,1,10014,0.950369122,802,49208,13.3,7.7,1,2,2,3,2,5,4,2,3,5,5,5,1,1,0,0
"26706",26706,3,2612,4,0.759803922,0.960784314,2336,0.988888889,1297,23396,2.7,2.3,0,1,1,2,1,3,3,2,4,3,2,3,1,1,0,0
"17476",17476,26,9845,21,0.71986532,0.953493266,2286,0.986666667,2528,62874,3.7,2,1,2,2,3,1,3,3,2,5,5,3,3,1,1,0,0
"47299",47299,159,55830,129,0.849145733,0.995384627,9667,0.992436842,0,0,2,1,0,2,2,3,3,5,4,2,1,1,2,2,1,1,0,0
"28653",28653,1208,69004,288,0.735752613,0.999661247,7289,0.74108882,0,0,23,6,0,2,4,3,1,5,3,1,1,1,5,5,1,1,0,0
"1645",1645,27,11733,36,0.713068503,1,21233,1,0,0,16,9.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"7485",7485,565,107364,180,0.765785009,0.989633578,17142,0.994162777,2580,39193,22,17.3,1,2,5,3,1,4,4,2,5,5,5,5,1,1,0,0
"35781",35781,0,366,0,0,1,1008,0,1959,44446,1.7,1,1,1,1,1,1,5,2,1,5,5,2,2,1,1,0,0
"32753",32753,22,16616,13,0.755322284,0.938897982,8500,0.938328222,551,20000,3,2,1,2,2,3,1,3,4,1,3,3,2,3,1,1,0,0
"46640",46640,22,1864,2,0.416666667,1,4803,0.772220314,701,29072,4.7,3,0,2,1,2,1,5,3,1,3,4,3,4,1,1,0,0
"20618",20618,50,38026,20,0.759493451,0.922759997,4297,0.910921082,571,17590,6.3,3.3,1,2,2,3,1,3,3,1,3,3,4,4,1,1,0,0
"2020",2020,0,0,0,0,0,0,0,391,16667,1.7,1.3,0,1,1,1,1,1,1,1,3,2,2,2,1,1,0,0
"11613",11613,280,161596,139,0.743058528,0.674669038,1036,0.713191469,3015,61111,12,5,0,2,5,3,1,2,2,1,5,5,5,5,1,1,0,0
"43496",43496,51,35658,12,0.80982906,1,8750,1,0,0,6.3,2,1,2,2,3,2,5,4,3,1,1,4,3,1,1,0,0
"15304",15304,1,2618,1,0.619047619,0.904761905,742,0.786111111,1542,24062,0.7,0.7,0,1,1,2,1,3,2,1,4,3,2,2,1,1,0,0
"22059",22059,111,12735,10,0.861074271,0.881926024,27247,0.834262581,0,0,8.7,4,0,2,2,3,3,3,4,1,1,1,5,5,1,1,0,0
"42232",42232,25,8483,12,0.742595737,0.473940227,5442,0.802505145,203,16667,3.7,2.7,0,2,1,3,1,2,3,1,3,2,3,4,1,1,0,0
"22646",22646,177,14654,14,0.606552707,0.967003367,3891,0.955539461,27,12303,7.7,3,0,2,2,3,1,3,3,2,2,2,4,4,1,1,0,0
"30401",30401,54,36114,40,0.660121697,0.94188116,19361,0.863659786,0,20,14.3,9.3,0,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"22626",22626,10,6289,6,0.717864924,0.795206972,2500,0.867042867,3352,25566,4,2.3,1,2,1,2,1,2,3,1,6,3,3,3,1,1,0,0
"49840",49840,1,1611,0,0.5,1,683,1,1542,33486,1,1,0,1,1,1,1,5,2,3,4,4,2,2,1,1,0,0
"15190",15190,104,44797,86,0.751626185,0.891924436,7539,0.8586667,0,0,5,2.3,1,2,2,3,1,3,3,1,1,1,3,3,1,1,0,0
"26277",26277,59,29070,33,0.836821753,0.991561181,2953,0.548570893,1,2594,9.7,5.7,0,2,2,3,3,4,3,1,1,1,5,5,1,1,0,0
"2648",2648,39,17461,15,0.648298705,0.92314062,9000,0.764860758,2881,26087,7.7,3,0,2,2,3,1,3,4,1,5,3,4,4,1,1,0,0
"24275",24275,167,21795,8,0.778591779,1,17247,1,0,2887,19,9.3,0,2,2,3,2,5,4,3,1,1,5,5,1,1,0,0
"7937",7937,220,20151,67,0.7688796,1,11158,0.997409453,0,1098,9.7,3.7,0,2,2,3,1,5,4,3,1,1,5,5,1,1,0,0
"49932",49932,1,1752,1,1,1,0,0,657,19769,0.3,0.3,1,1,1,2,3,5,1,1,3,3,2,2,1,1,0,0
"36655",36655,3,4967,4,0.621212121,0.981481482,275,1,548,16667,2.3,2,0,1,1,2,1,4,2,3,3,2,2,3,1,1,0,0
"9454",9454,215,53861,256,0.883400237,0.991183374,7292,0.987077737,3,12352,10.3,4,0,2,2,3,3,4,3,2,2,2,5,5,1,1,0,0
"21375",21375,231,14197,67,0.736468504,0.989023534,13899,0.998901254,0,12712,14.3,5.7,0,2,2,3,1,4,4,3,1,2,5,5,1,1,0,0
"43782",43782,21,13878,34,0.72997021,0.989241389,16064,0.987320527,0,180,11,5,0,2,2,3,1,4,4,2,1,1,5,5,1,1,0,0
"30694",30694,20,24639,36,0.743481781,0.986909582,14850,0.976360448,0,0,10,5,1,2,2,3,1,4,4,2,1,1,5,5,1,1,0,0
"797",797,85,52992,31,0.70334878,0.923489187,6411,0.853970522,0,0,2.7,2.3,0,2,2,3,1,3,3,1,1,1,2,3,1,1,0,0
"13761",13761,34,20317,27,0.774238655,0.995024876,119,1,0,0,5.3,1.7,0,2,2,3,1,5,2,3,1,1,3,2,1,1,0,0
"37255",37255,100,12044,34,0.890380402,0.998389694,2397,1,0,0,3,1.7,0,2,2,3,3,5,3,3,1,1,2,2,1,1,0,0
"5069",5069,3,10988,10,0.782030548,0.608265948,13278,0.667069413,0,30,7,3.7,0,1,2,3,2,2,4,1,1,1,4,5,1,1,0,0
"40431",40431,79,18854,19,0.655769231,0.911324786,1242,0.333333333,0,4170,5.7,2.7,0,2,2,3,1,3,2,1,1,2,4,4,1,1,0,0
"27621",27621,374,33290,134,0.66758286,0.906456019,6525,0.846685469,0,8,10.3,4.3,0,2,2,3,1,3,3,1,1,1,5,5,1,1,0,0
"11470",11470,46,54127,29,0.754127307,0.973504856,5733,0.887161415,4538,105632,6.7,4.3,1,2,2,3,1,4,3,1,6,6,4,5,1,1,0,0
"21501",21501,146,45895,66,0.760975727,0.998538012,8142,0.98526936,0,16667,8.3,6.7,0,2,2,3,1,5,4,2,1,2,5,5,1,1,0,0
"39993",39993,102,13394,10,0.821350763,1,9367,0.99859353,1022,12739,5.3,5.3,0,2,2,3,2,5,4,3,4,2,3,5,1,1,0,0
"21983",21983,4,10442,16,0.838751674,0.627485989,26847,0.322387274,0,40,9.7,3.7,0,1,2,3,3,2,4,1,1,1,5,5,1,1,0,0
"3695",3695,159,15022,22,0.563858364,0.990964591,5394,0.732112332,113,17620,1.3,0.7,0,2,2,3,1,4,3,1,2,3,2,2,1,1,0,0
"3194",3194,28,18793,22,0.822513512,0.781611236,2647,0.364502165,7038,91027,11.7,5,0,2,2,3,2,2,3,1,6,6,5,5,1,1,0,0
"48845",48845,57,15098,63,0.639891975,0.944319059,14978,0.379744206,0,125,8,2.3,0,2,2,3,1,3,4,1,1,1,5,3,1,1,0,0
"12618",12618,104,8852,13,0.719100006,1,7869,0.939382577,174,13170,9.7,3.7,0,2,1,3,1,5,4,1,3,2,5,5,1,1,0,0
"24645",24645,0,670,1,0.75,0.666666667,3796,0.553291536,744,13649,0.7,0.3,0,1,1,2,1,2,3,1,3,2,2,2,1,1,0,0
"20545",20545,112,39067,39,0.698840352,0.756274888,4303,0.689753695,0,1683,6.7,4.3,0,2,2,3,1,2,3,1,1,1,4,5,1,1,0,0
"29077",29077,6,2810,1,0.833333333,0.833333333,1522,0.699275362,997,27791,2.3,2,0,2,1,2,3,2,2,1,4,3,2,3,1,1,0,0
"1358",1358,29,19461,17,0.608214498,0.892146252,1350,0.627039627,0,0,4,2.7,1,2,2,3,1,3,2,1,1,1,3,4,1,1,0,0
"49434",49434,1,2636,2,1,1,183,1,1837,67108,3.7,2,0,1,1,2,3,5,2,3,5,6,3,3,1,1,0,0
"49252",49252,55,35154,56,0.784555383,0.747986335,2433,0.825273339,1322,15330,3.7,2,0,2,2,3,2,2,3,1,4,2,3,3,1,1,0,0
"37550",37550,361,41110,226,0.768633662,0.979538236,29683,0.897836358,0,20,4.7,4,0,2,2,3,1,4,4,1,1,1,3,5,1,1,0,0
"36695",36695,6,13880,6,0.861654135,0.928320802,1864,0.75959596,0,0,2.7,1.7,0,2,2,2,3,3,2,1,1,1,2,2,1,1,0,0
"22208",22208,13,18369,10,0.849073698,0.740297498,1228,0.603508772,335,19900,3.3,2,0,2,2,3,3,2,2,1,3,3,2,3,1,2,0,1
"64",64,35,13023,13,0.722222222,0.462301587,2961,0.487593985,132,4202,2.7,1.7,0,2,2,3,1,2,3,1,3,2,2,2,1,1,0,0
"28881",28881,78,53635,40,0.785686018,0.97553783,21924,0.841258024,0,20,10.3,3,0,2,2,3,2,4,4,1,1,1,5,4,1,1,0,0
"37160",37160,361,14011,33,0.804098027,1,689,0.686868687,218,22303,9.7,4.3,0,2,2,3,2,5,2,1,3,3,5,5,1,1,0,0
"48442",48442,57,24295,51,0.711660039,1,1797,1,0,0,9,3,0,2,2,3,1,5,2,3,1,1,5,4,1,1,0,0
"6531",6531,2,5508,5,0.610305958,0.602254428,528,0.55,3579,76252,0.3,0.3,0,1,1,2,1,2,2,1,6,6,2,2,1,1,0,0
"6327",6327,28,3773,9,0.84421403,0.912826421,6853,0.830430824,0,350,3,1.3,0,2,1,3,3,3,3,1,1,1,2,2,1,1,0,0
"6188",6188,160,42560,140,0.835400507,0.985014745,9474,0.902405498,1,240,15,10,0,2,2,3,3,4,4,1,1,1,5,5,1,1,0,0
"49491",49491,4,1160,3,0.339285714,0.928571429,10731,0.987754692,558,24776,4.7,2.7,0,1,1,2,1,3,4,2,3,3,3,4,1,1,0,0
"41939",41939,24,29772,19,0.630940595,0.49009743,5536,0.259763876,0,0,5,4.3,0,2,2,3,1,2,3,1,1,1,3,5,1,1,0,0
"38937",38937,389,19224,24,0.79447629,1,4981,0.957643814,1,246,7.3,2.3,0,2,2,3,2,5,3,2,1,1,4,3,1,1,0,0
"19769",19769,29,15954,8,0.768850575,0.97,7767,0.505403914,0,0,1.7,1,0,2,2,3,1,4,4,1,1,1,2,2,1,1,0,0
"48047",48047,17,14140,7,0.637742504,0.971781305,1558,0.908050731,0,0,3.7,3,1,2,2,2,1,4,2,1,1,1,3,4,1,1,0,0
"15440",15440,137,69946,100,0.718678692,0.980832446,9722,0.906776094,412,36524,16.7,7,0,2,4,3,1,4,4,1,3,4,5,5,1,1,0,0
"5291",5291,24,21699,14,0.774924042,0.68273845,5047,0.441711118,2171,74665,2,2,1,2,2,3,2,2,3,1,5,6,2,3,1,2,0,1
"41707",41707,10,10449,13,0.522285236,0.866789733,17756,0.530950075,0,0,10.7,2.3,0,2,2,3,1,2,4,1,1,1,5,3,1,1,0,0
"39059",39059,45,13270,2,0.773809524,1,0,0,16,16667,1.3,1.3,0,2,2,2,1,5,1,1,2,2,2,2,1,1,0,0
"12344",12344,253,26605,60,0.734416419,1,453,0.962962963,0,20,8.7,5,0,2,2,3,1,5,2,2,1,1,5,5,1,1,0,0
"6430",6430,4,13158,8,0.693196673,0.700950683,3853,0.714901564,2161,74545,7.3,3.3,0,1,2,3,1,2,3,1,5,6,4,4,1,1,0,0
"38096",38096,0,671,1,1,1,188,1,319,12558,2.3,1,0,1,1,2,3,5,2,3,3,2,2,2,1,1,0,0
"16150",16150,152,26848,133,0.829839385,0.997633243,519,0.666666667,0,0,1.7,1.3,0,2,2,3,2,5,2,1,1,1,2,2,1,1,0,0
"1559",1559,20,11499,8,0.625,1,2950,1,144,13674,1,0.3,0,2,2,3,1,5,3,3,3,2,2,2,1,1,0,0
"49403",49403,80,34700,68,0.865522067,1,403,1,0,0,10.3,6,0,2,2,3,3,5,2,3,1,1,5,5,1,1,0,0
"10754",10754,1116,48112,306,0.777332888,0.997575161,2047,0.791511607,110,0,7.7,5.7,0,2,2,3,2,5,2,1,2,1,4,5,1,1,0,0
"46601",46601,47,25363,30,0.822450673,0.863310375,1311,0.864448052,400,14225,1.3,1,1,2,2,3,2,2,2,1,3,2,2,2,2,1,1,0
"9642",9642,64,23000,16,0.739281237,0.978902954,5544,0.843789572,535,37658,6,4,0,2,2,3,1,4,3,1,3,4,4,5,1,1,0,0
"24442",24442,25,21561,48,0.729964337,1,7500,0.998491704,68,5441,11.3,2.3,0,2,2,3,1,5,3,3,2,2,5,3,1,1,0,0
"18783",18783,166,14151,23,0.732142857,1,6996,1,237,12778,11.7,4.3,0,2,2,3,1,5,3,3,3,2,5,5,1,1,0,0
"21175",21175,129,41581,54,0.759745112,0.991041478,2386,1,0,0,10.3,3,0,2,2,3,1,4,3,3,1,1,5,4,1,1,0,0
"27304",27304,312,35933,130,0.743661815,1,3483,0.880952381,0,0,16,9.3,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"30754",30754,66,13350,27,0.650858793,1,9281,1,0,0,10,2,0,2,2,3,1,5,4,3,1,1,5,3,1,1,0,0
"31937",31937,160,48839,65,0.801821979,0.996046138,5839,0.994791667,0,0,11.3,7.3,0,2,2,3,2,5,3,2,1,1,5,5,1,1,0,0
"16704",16704,3,5654,4,0.94212963,0.608796296,731,0.472222222,524,33456,2.7,2.3,0,1,1,2,3,2,2,1,3,4,2,3,1,1,0,0
"28679",28679,50,24666,32,0.734087767,0.973105821,1397,0.603815937,0,1030,8.3,5.7,0,2,2,3,1,4,2,1,1,1,5,5,1,1,0,0
"12675",12675,2,5091,2,0.666666667,0.966666667,604,1,1305,52193,3,2,1,1,1,2,1,3,2,3,4,5,2,3,1,1,0,0
"2724",2724,7,10621,10,0.796190476,0.848571429,8228,0.467671312,235,30500,20.3,3.7,0,2,2,3,2,2,4,1,3,4,5,5,1,1,0,0
"10288",10288,7,5373,3,0.823529412,0.799019608,4697,0.805530417,1601,42394,4,2,0,2,1,2,2,2,3,1,4,5,3,3,1,1,0,0
"20797",20797,229,62289,188,0.759743268,0.993780993,1719,1,2965,35775,11.3,6.3,0,2,4,3,1,5,2,3,5,4,5,5,1,1,0,0
"49384",49384,52,21887,10,0.879753086,0.44308642,2250,0.58994709,8,20329,6.3,2.7,1,2,2,3,3,2,3,1,2,3,4,4,1,1,0,0
"48933",48933,188,14330,45,0.6673571,0.966084656,1644,0.83496732,0,20,2.3,1.3,1,2,2,3,1,3,2,1,1,1,2,2,1,1,0,0
"43263",43263,31,26196,18,0.74973545,0.701322751,15753,0.439605905,170,4160,6,3,0,2,2,3,1,2,4,1,3,2,4,4,1,1,0,0
"39920",39920,66,23450,32,0.755560412,0.956402972,10831,0.845878398,0,0,5.3,2,0,2,2,3,1,3,4,1,1,1,3,3,1,1,0,0
"47549",47549,1,2243,3,0.863095238,0.93452381,247,1,3028,24653,3.3,2,0,1,1,2,3,3,2,3,5,3,2,3,1,1,0,0
"13560",13560,324,56517,103,0.715189125,0.990263425,3903,0.546308376,0,0,3.7,3,1,2,2,3,1,4,3,1,1,1,3,4,1,1,0,0
"7540",7540,12,25654,30,0.874270693,0.549921566,1161,0.411980177,1532,55557,11.7,3.3,0,2,2,3,3,2,2,1,4,5,5,4,1,1,0,0
"47959",47959,159,6794,21,0.75153485,0.956843626,5564,0.485693548,691,13931,6.7,4,0,2,1,3,1,3,3,1,3,2,4,5,1,1,0,0
"20485",20485,3,2572,4,0.597222222,0.625,92,1,425,23913,1,0.7,0,1,1,2,1,2,1,3,3,3,2,2,1,1,0,0
"48943",48943,284,22408,73,0.681410178,0.864501526,4710,0.731053231,3,563,2.3,1,0,2,2,3,1,2,3,1,2,1,2,2,1,1,0,0
"40165",40165,102,28809,42,0.69330772,1,2100,0.577870063,7,1671,9.3,5,0,2,2,3,1,5,2,1,2,1,5,5,1,1,0,0
"46909",46909,233,13023,23,0.66745386,0.992248062,7181,0.964637306,0,0,7,2.7,0,2,2,3,1,4,3,2,1,1,4,4,1,1,0,0
"38686",38686,30,12401,12,0.606912442,0.934408602,1386,0.522222222,4157,68236,4,2,1,2,2,3,1,3,2,1,6,6,3,3,1,2,0,1
"33171",33171,37,8883,10,0.771604938,0.962962963,1392,0.930555556,2519,63247,3,2.7,0,2,1,3,1,3,2,1,5,5,2,4,1,2,0,1
"1819",1819,1,1389,2,0.666666667,1,1597,1,399,21346,4.3,2.7,0,1,1,2,1,5,2,3,3,3,3,4,1,1,0,0
"11121",11121,13,13560,7,0.696031746,0.796428571,1319,0.711259755,52,12608,1.3,1.3,1,2,2,2,1,2,2,1,2,2,2,2,1,1,0,0
"10414",10414,34,34152,39,0.794533302,0.946888746,342,1,0,0,6.3,4.7,0,2,2,3,2,3,2,3,1,1,4,5,1,1,0,0
"23434",23434,39,34835,34,0.775506834,0.936866378,12311,0.820501445,0,0,3.7,1.7,0,2,2,3,2,3,4,1,1,1,3,2,1,1,0,0
"12589",12589,6,1426,2,0.902777778,1,1746,0.984375,4088,31162,2.7,3.3,0,2,1,2,3,5,2,2,6,4,2,4,1,1,0,0
"30875",30875,118,55325,66,0.79269961,0.996168582,11686,0.90818441,11,11570,13,4.7,1,2,2,3,2,5,4,1,2,2,5,5,1,1,0,0
"7132",7132,1,2613,2,0.666666667,0.714285714,1528,0.777777778,1993,60001,4,2.3,0,1,1,2,1,2,2,1,5,5,3,3,1,1,0,0
"41903",41903,8,21273,14,0.779365079,0.3,4686,0.042485795,0,0,1.7,1.3,0,2,2,3,2,2,3,1,1,1,2,2,1,1,0,0
"48462",48462,15,62626,43,0.683463161,0.95848294,8302,0.953802111,0,0,3,1.7,0,2,4,3,1,3,4,2,1,1,2,2,1,1,0,0
"27343",27343,1,3126,4,0.457109557,0.626573427,100,1,2578,60018,1.7,1.3,0,1,1,2,1,2,1,3,5,5,2,2,2,1,1,0
"32082",32082,31,43267,35,0.810969343,0.607301081,6536,0.740297763,2798,74124,11.3,3.7,1,2,2,3,2,2,3,1,5,6,5,5,1,1,0,0
"27062",27062,114,133368,52,0.725000603,0.839179411,6850,0.659560041,0,0,7,4,1,2,5,3,1,2,3,1,1,1,4,5,1,1,0,0
"4574",4574,1957,57533,72,0.762609315,0.998106061,4722,0.897695951,0,0,22.7,6,0,2,2,3,1,5,3,1,1,1,5,5,1,1,0,0
"43920",43920,628,60045,180,0.771154649,0.988003332,1372,1,0,0,5,1.3,0,2,4,3,1,4,2,3,1,1,3,2,1,1,0,0
"46843",46843,57,16542,11,0.638326586,0.831983806,7675,0.786294496,0,0,5.7,3,1,2,2,3,1,2,3,1,1,1,4,4,1,1,0,0
"28431",28431,16,12734,14,0.829509428,1,0,0,0,0,2.7,1.7,0,2,2,3,2,5,1,1,1,1,2,2,1,1,0,0
"26753",26753,81,23514,37,0.754671814,0.943584587,8214,0.895703934,0,0,12.3,1.3,0,2,2,3,1,3,4,1,1,1,5,2,1,1,0,0
"45157",45157,17,13945,27,0.712570034,0.875609105,5550,0.657407407,2049,25188,4.3,3.3,0,2,2,3,1,2,3,1,5,3,3,4,1,1,0,0
"16294",16294,176,70947,66,0.732624322,0.93649047,5858,0.730515174,0,0,24.7,7,0,2,4,3,1,3,3,1,1,1,5,5,1,1,0,0
"25009",25009,37,30146,9,0.684550582,0.941707718,446,0.8125,0,0,4.3,2.7,0,2,2,3,1,3,2,1,1,1,3,4,1,1,0,0
"29352",29352,33,29542,45,0.821875,0.417676768,6918,0.654160761,4196,83048,5.3,4,0,2,2,3,2,2,3,1,6,6,3,5,1,1,0,0
"19124",19124,6,9272,10,0.781305115,0.562610229,9425,0.171448993,1857,68693,10.3,6.7,0,2,1,3,2,2,4,1,5,6,5,5,1,1,0,0
"6348",6348,15,28063,19,0.785717353,0.785717353,13664,0.665860784,0,40,4.7,3.3,0,2,2,3,2,2,4,1,1,1,3,4,1,1,0,0
"6589",6589,321,66349,239,0.833750701,0.993963148,16414,0.992716074,0,0,12,5,0,2,4,3,3,5,4,2,1,1,5,5,1,1,0,0
"9737",9737,61,18894,26,0.742320659,0.945144028,500,0.907407407,2717,22323,7,5.7,1,2,2,3,1,3,2,1,5,3,4,5,1,1,0,0
"18215",18215,24,37257,15,0.703109372,0.94520548,5761,0.916703491,56,2680,6.3,2.7,0,2,2,3,1,3,3,1,2,1,4,4,1,1,0,0
"18837",18837,9,8241,6,0.564456233,0.868258179,4314,0.722272636,277,25000,2.7,2.3,1,2,1,2,1,2,3,1,3,3,2,3,1,1,0,0
"44395",44395,32,29683,13,0.706433998,0.736823362,319,0.944444444,1022,55249,4.3,3.3,1,2,2,3,1,2,2,1,4,5,3,4,1,1,0,0
"38010",38010,26,29694,42,0.717642721,0.88575698,3417,0.720717805,0,160,14.3,3,0,2,2,3,1,3,3,1,1,1,5,4,1,1,0,0
"41429",41429,142,18738,54,0.588113632,0.996323135,18394,0.91439125,0,0,19.7,12.3,0,2,2,3,1,5,4,1,1,1,5,5,1,1,0,0
"991",991,40,43906,37,0.656783833,0.817697667,1744,0.594691858,9069,163611,7.7,3.7,1,2,2,3,1,2,2,1,6,6,4,5,1,1,0,0
"32773",32773,73,25005,34,0.804030331,0.982057752,1825,0.877777778,906,20161,5.3,2.7,0,2,2,3,2,4,2,1,4,3,3,4,1,1,0,0
"35172",35172,116,38008,26,0.628297313,0.749241574,3822,0.642318896,0,251,7.3,3,1,2,2,3,1,2,3,1,1,1,4,4,1,1,0,0
"31238",31238,141,39466,54,0.714838511,0.994249395,0,0,0,0,2.3,1.7,1,2,2,3,1,5,1,1,1,1,2,2,1,1,0,0
"13158",13158,6,12441,25,0.756013457,0.835719686,26807,0.739062418,0,0,15.7,5,0,2,2,3,1,2,4,1,1,1,5,5,1,1,0,0
"9242",9242,17,20569,13,0.744871795,0.908158508,8528,0.386151616,0,1230,4.3,2,0,2,2,3,1,3,4,1,1,1,3,3,1,1,0,0
"16254",16254,172,16154,31,0.485714286,0.996078431,1217,0.684210526,0,134,3,1.3,0,2,2,3,1,5,2,1,1,1,2,2,1,1,0,0
"39564",39564,271,100969,77,0.760790011,0.94450349,28144,0.973586474,485,16667,3.3,3.7,1,2,5,3,1,3,4,2,3,2,2,5,1,1,0,0
"43488",43488,451,145774,194,0.723205534,0.954437474,22850,0.948559359,0,0,9.3,4.3,1,2,5,3,1,3,4,2,1,1,5,5,1,1,0,0
"49006",49006,33,36050,27,0.817640255,0.894858942,6469,0.933122135,0,0,6,4.3,0,2,2,3,2,3,3,1,1,1,4,5,1,1,0,0
"8596",8596,2,5210,2,0.483333333,0.541666667,183,0.666666667,213,14853,0.7,0.7,1,1,1,2,1,2,2,1,3,2,2,2,1,1,0,0
"22110",22110,14,30793,16,0.758374895,0.4603077,336,0,0,0,2,1,0,2,2,3,1,2,2,1,1,1,2,2,1,1,0,0
"40101",40101,442,57047,97,0.768520442,0.959186333,9717,0.495505676,0,0,23.7,5.7,1,2,2,3,1,3,4,1,1,1,5,5,1,1,0,0
"49293",49293,306,13333,24,0.208333333,1,5075,1,0,1241,4.7,1.7,0,2,2,3,1,5,3,3,1,1,3,2,1,1,0,0
"7883",7883,276,61436,58,0.745189358,0.984867703,2031,0.847240051,0,0,3.7,2.3,0,2,4,3,1,4,2,1,1,1,3,3,1,1,0,0
"1989",1989,27,14946,21,0.683898623,0.960915988,11107,0.90277054,0,0,4,1.3,0,2,2,3,1,3,4,1,1,1,3,2,1,1,0,0
"29992",29992,51,20473,37,0.781479245,0.96248586,1792,0.807692308,0,0,5.7,3.7,0,2,2,3,2,3,2,1,1,1,4,5,1,1,0,0
"40381",40381,67,24781,28,0.816625536,1,1092,0.855555556,0,0,7.7,3.3,0,2,2,3,2,5,2,1,1,1,4,4,1,1,0,0
"6618",6618,31,5106,5,0.673414305,0.974358974,18186,0.979667048,0,0,13.3,2.3,0,2,1,2,1,4,4,2,1,1,5,3,1,1,0,0
